index,Movie Name,Year,Season,Run Time,Budget,Box Office,Genre,MPAA Rating,Audience Score,Sequel
275,Lions for Lambs,2007,Fall,92.0,35000000.0,63200000.0,Drama,R,28.0,0.0
276,The Eternal Daughter,2022,Fall,96.0,473608333333.3334,568330000000.0,Horror,PG-13,94.0,0.0
277,The Perks of Being a Wallflower,2012,Summer,103.0,13000000.0,33300000.0,Drama,PG-13,85.0,0.0
278,Remember Me,2010,Winter,108.0,16000000.0,56000000.0,Drama,PG-13,27.0,0.0
279,Babel,2006,Fall,144.0,25000000.0,135300000.0,Drama,R,69.0,0.0
280,Anna Karenina,2012,Summer,130.0,40600000.0,68900000.0,Drama,R,63.0,0.0
281,The Great Raid,2005,Summer,132.0,100000000.0,10800000.0,Action,R,36.0,0.0
282,First Sunday,2008,Winter,106.0,20000000.0,38800000.0,Comedy,PG-13,13.0,0.0
283,"The Wedding Ringer
",2015,Winter,101.0,23000000.0,79800000.0,Comedy,PG-13,29.0,0.0
284,Spiral,2021,Summer,93.0,20000000.0,40600000.0,Horror,R,37.0,1.0
285,Crime and Punishment in Suburbia,2000,Summer,98.0,21995000000.0,26394000000.0,Drama,R,10.0,0.0
286,It,2017,Summer,135.0,55000000.0,704200000.0,Horror,R,86.0,1.0
287,The Namesake,2007,Winter,121.0,9500000.0,20400000.0,Drama,PG-13,86.0,0.0
288,The Ring Two,2005,Winter,110.0,50000000.0,164000000.0,Horror,PG-13,20.0,1.0
289,Saw 3D,2010,Fall,90.0,17000000.0,136200000.0,Horror,R,9.0,1.0
290,The Rider,2018,Spring,105.0,80000000000.0,4200000.0,Western,R,92.0,0.0
291,Big Momma's House,2000,Spring,99.0,30000000.0,174000000.0,Comedy,PG-13,30.0,0.0
292,No Good Deed,2014,Summer,84.0,13200000.0,54300000.0,Thriller,PG-13,12.0,0.0
293,1408,2007,Spring,104.0,25000000.0,133000000.0,Horror,PG-13,79.0,0.0
294,Grindhouse,2007,Spring,191.0,86500000.0,25400000.0,Horror,R,84.0,0.0
295,Lucky Numbers,2000,Fall,105.0,63000000.0,10900000.0,Comedy,R,22.0,0.0
296,"Self/Less
",2015,Summer,117.0,26000000.0,31800000.0,Sci-Fi,PG-13,18.0,0.0
297,Michael Clayton,2007,Fall,120.0,21500000.0,93000000.0,Thriller,R,91.0,0.0
298,Spy,2015,Spring,120.0,65000000.0,235700000.0,Comedy,R,95.0,0.0
299,War of the Worlds,2005,Spring,117.0,132000000.0,603900000.0,Sci-Fi,PG-13,75.0,0.0
300,Free Guy,2021,Fall,115.0,162500000.0,331500000.0,Action,PG-13,80.0,0.0
301,A Man Apart,2003,Spring,109.0,36000000.0,44300000.0,Action,R,10.0,0.0
302,Scouts Guide to the Zombie Apocalypse,2015,Fall,93.0,27000000.0,16100000.000000002,Comedy,R,60.0,0.0
303,Minority Report,2002,Spring,145.0,102000000.0,358400000.0,Sci-Fi,PG-13,90.0,0.0
304,Thirteen Conversations About One Thing,2002,Spring,104.0,3088876666666.667,3706652000000.0,Drama,R,84.0,0.0
305,Sunshine Cleaning,2009,Winter,91.0,5000000.0,17300000.0,Comedy,R,74.0,0.0
306,Get Low,2010,Summer,100.0,7000000.0,10800000.0,Drama,PG-13,85.0,0.0
307,Beau Is Afraid,2023,Spring,179.0,35000000.0,12300000.0,Horror,R,67.0,0.0
308,The Amityville Horror,2005,Spring,89.0,19000000.0,107500000.0,Horror,R,23.0,1.0
309,The Adam Project,2022,Winter,106.0,116000000.0,139200000.0,Sci-Fi,PG-13,67.0,0.0
310,When You Finish Saving the World,2023,Winter,88.0,164100000000.0,196920000000.0,Comedy,R,64.0,0.0
311,Get Carter,2000,Fall,102.0,63600000.0,19400000.0,Action,R,25.0,1.0
312,MaXXXine,2024,Summer,104.0,10000000.0,22100000.0,Horror,R,92.0,1.0
313,Sleuth,2007,Fall,88.0,4000000.0,4800000.0,Thriller,R,36.0,1.0
314,Over Her Dead Body,2008,Winter,95.0,10000000.0,21500000.0,Comedy,PG-13,15.0,0.0
315,Gotti,2018,Spring,110.0,10000000.0,6400000.0,Crime,R,0.0,0.0
316,Ferrari,2023,Fall,130.0,95000000.0,43600000.0,Drama,R,73.0,0.0
317,Valkyrie,2008,Fall,121.0,120000000.0,201500000.0,Thriller,PG-13,61.0,0.0
318,The Truth About Charlie,2002,Fall,104.0,60000000.0,7100000.0,Thriller,PG-13,33.0,0.0
319,Marcel the Shell with Shoes On,2022,Spring,90.0,6000000.0,7000000.0,Animation,PG,99.0,0.0
320,Connie and Carla,2004,Spring,98.0,27000000.0,11300000.0,Comedy,PG-13,43.0,0.0
321,The Assassination of Richard Nixon,2004,Fall,95.0,4600000.0,4400000.0,Drama,R,77.0,0.0
322,The Nut Job 2: Nutty by Nature,2017,Summer,91.0,40000000.0,68700000.0,Animation,PG,16.0,1.0
323,Chaos Walking,2021,Spring,109.0,162500000.0,27000000.0,Sci-Fi,PG-13,21.0,0.0
324,Martin Lawrence Live: Runteldat,2002,Summer,113.0,3000000.0,19100000.0,Comedy,R,33.0,0.0
325,Breakthrough,2019,Spring,116.0,14000000.0,50400000.0,Drama,PG-13,60.0,0.0
326,Hellion,2014,Spring,99.0,46423333333.333336,55708000000.0,Drama,R,61.0,0.0
327,Till,2022,Fall,130.0,20000000.0,11500000.0,Drama,PG-13,98.0,0.0
328,Young Woman and the Sea,2024,Spring,129.0,1583333.3333333335,1900000.0,Drama,PG,94.0,0.0
329,Nerve,2016,Summer,96.0,19000000.0,85300000.0,Thriller,PG-13,67.0,0.0
330,Love Don't Cost a Thing,2003,Fall,101.0,17500000.0,21000000.0,Comedy,PG-13,13.0,0.0
331,Kickin' It Old Skool,2007,Spring,108.0,25700000.0,4700000.0,Comedy,PG-13,2.0,0.0
332,The Exorcist: The Version You've Never Seen,2000,Summer,122.0,12000000.0,441300000.0,Horror,R,84.0,1.0
333,Going in Style,2017,Spring,96.0,25000000.0,84900000.0,Comedy,PG-13,47.0,1.0
334,Superbad,2007,Summer,113.0,27500000.0,170800000.0,Comedy,R,88.0,0.0
335,Better Living Through Chemistry,2014,Winter,91.0,100685833333.33334,120823000000.0,Comedy,R,24.0,0.0
336,Mad Max: Fury Road,2015,Spring,120.0,247150000.0,380400000.0,Action,R,97.0,1.0
337,The Color Purple,2023,Fall,141.0,140000000.0,68800000.0,Musical,PG-13,83.0,1.0
338,The Midnight Sky,2020,Fall,118.0,100000000.0,3000000.0,Sci-Fi,PG-13,51.0,0.0
339,Novocaine,2001,Fall,95.0,10000000.0,2500000.0,Comedy,R,52.0,0.0
340,Alpha and Omega,2010,Summer,88.0,20000000.0,50500000.0,Animation,PG,17.0,0.0
341,How High,2001,Fall,103.0,22000000.0,31300000.0,Comedy,R,26.0,0.0
342,Chapter 27,2008,Winter,84.0,156240000000.0,187488000000.0,Drama,R,18.0,0.0
343,All the Money in the World,2017,Fall,135.0,50000000.0,57000000.0,Crime,R,79.0,0.0
344,Extraordinary Measures,2010,Winter,106.0,31000000.0,15000000.0,Drama,PG,28.0,0.0
345,Demonic,2021,Fall,104.0,1500000.0,366656000000.0,Horror,R,32.0,0.0
346,The Divergent Series: Allegiant,2016,Winter,121.0,181000000.0,179200000.0,Sci-Fi,PG-13,13.0,1.0
347,The Ruins,2008,Spring,90.0,25000000.0,22900000.0,Horror,R,49.0,0.0
348,Alex & Emma,2003,Spring,96.0,30000000.0,15000000.0,Romance,PG-13,11.0,0.0
349,Bubble Boy,2001,Summer,84.0,13000000.0,5000000.0,Comedy,PG-13,32.0,0.0
350,The Man Who Cried,2001,Spring,100.0,20000000.0,1800000.0,Drama,PG-13,33.0,0.0
351,The Iron Claw,2023,Fall,132.0,15900000.0,45200000.0,Drama,R,89.0,0.0
352,Mystic River,2003,Fall,138.0,40000000.0,156600000.0,Drama,R,89.0,0.0
353,Fresh,2022,Winter,114.0,25000000.0,30000000.0,Horror,R,87.0,0.0
354,Untraceable,2008,Winter,101.0,35000000.0,53000000.0,Thriller,R,16.0,0.0
355,Saved!,2004,Spring,92.0,5000000.0,10100000.0,Comedy,PG-13,76.0,0.0
356,Redeeming Love,2022,Winter,134.0,30000000.0,9400000.0,Romance,PG-13,13.0,0.0
357,Fruitvale Station,2013,Summer,85.0,900000000000.0,17400000.0,Drama,R,94.0,0.0
358,Tuesday,2024,Spring,110.0,629750000000.0,755700000000.0,Fantasy,R,74.0,0.0
359,"Hitchcock
",2012,Fall,98.0,15000000.0,27000000.0,Drama,PG-13,60.0,0.0
360,Emma,2020,Winter,124.0,10000000.0,27400000.0,Romance,PG,86.0,0.0
361,Christmas with the Kranks,2004,Fall,98.0,60000000.0,96600000.0,Comedy,PG,5.0,0.0
362,The Girl in the Spider's Web,2018,Fall,117.0,43000000.0,35200000.0,Thriller,R,38.0,1.0
363,The King's Daughter,2022,Winter,94.0,40000000.0,2200000.0,Fantasy,PG,19.0,0.0
364,Club Dread,2004,Winter,103.0,8500000.0,7600000.0,Comedy,R,30.0,0.0
365,Lorelei,2021,Fall,110.0,10535000000.0,12642000000.0,Drama,R,89.0,0.0
366,Preacher's Kid,2010,Winter,110.0,3000000.0,515065000000.0,Drama,PG-13,17.0,0.0
367,The Namesake,2006,Summer,121.0,9500000.0,20400000.0,Drama,PG-13,86.0,0.0
368,Bewitched,2005,Spring,102.0,85000000.0,131400000.0,Comedy,PG-13,15.0,0.0
369,W.,2008,Fall,129.0,25100000.0,29500000.0,Biography,PG-13,58.0,0.0
370,The Two Popes,2019,Fall,125.0,40000000.0,758711000000.0,Drama,PG-13,89.0,0.0
371,The Mule,2018,Fall,116.0,50000000.0,174800000.0,Crime,R,61.0,0.0
372,Basic,2003,Winter,98.0,50000000.0,42800000.0,Action,R,22.0,0.0
373,Hell or High Water,2016,Summer,102.0,12000000.0,37900000.0,Crime,R,97.0,0.0
374,Killers,2010,Spring,100.0,75000000.0,98200000.0,Action,PG-13,11.0,0.0
375,Reign Over Me,2007,Winter,124.0,20000000.0,22000000.0,Drama,R,64.0,0.0
376,The Oranges,2012,Fall,92.0,7000000.0,1900000.0,Comedy,R,46.0,0.0
377,Sharp Stick,2022,Summer,96.0,57165000000.0,68598000000.0,Comedy,R,53.0,0.0
378,"Big Hero 6
",2014,Fall,102.0,165000000.0,657800000.0,Animation,PG,90.0,0.0
379,6 Underground,2019,Fall,128.0,150000000.0,180000000.0,Action,R,36.0,0.0
380,Glass Onion: A Knives Out Mystery,2022,Fall,139.0,40000000.0,15000000.0,Mystery,PG-13,92.0,1.0
381,Women in Trouble,2009,Fall,92.0,50000000000.0,18000000000.0,Comedy,R,65.0,0.0
382,Like Crazy,2011,Fall,90.0,250000000000.0,3800000.0,Drama,PG-13,72.0,0.0
383,Waitress,2007,Spring,104.0,1500000.0,22000000.0,Comedy,PG-13,89.0,0.0
384,"I'll See You in My Dreams
",2015,Spring,96.0,1000000.0,7500000.0,Comedy,PG-13,93.0,0.0
385,It's Complicated,2009,Fall,120.0,117500000.0,219100000.0,Comedy,R,57.0,0.0
386,The Purge: Anarchy,2014,Summer,104.0,14500000.0,111900000.0,Horror,R,57.0,1.0
387,Safe,2012,Spring,95.0,30000000.0,40600000.0,Action,R,58.0,0.0
388,The Pursuit of Happyness,2006,Fall,117.0,55000000.0,307100000.0,Biography,PG-13,67.0,0.0
389,The Holiday,2006,Fall,136.0,85000000.0,205800000.0,Romance,PG-13,49.0,0.0
390,Entebbe,2018,Winter,107.0,8000000.0,9600000.0,Thriller,PG-13,24.0,0.0
391,Hercules,2014,Summer,98.0,100000000.0,244800000.0,Action,PG-13,58.0,0.0
392,Copperhead,2013,Spring,118.0,12000000.0,171740000000.0,Drama,PG-13,21.0,0.0
393,Coyote Ugly,2000,Summer,101.0,45000000.0,113900000.0,Comedy,PG-13,23.0,0.0
394,Smile,2022,Summer,115.0,17000000.0,217400000.0,Horror,R,80.0,0.0
395,Candyman,2021,Fall,91.0,25000000.0,77400000.0,Horror,R,84.0,1.0
396,Chasing Liberty,2004,Winter,111.0,23000000.0,12000000.0,Romance,PG-13,19.0,0.0
397,All Dirt Roads Taste of Salt,2023,Fall,92.0,43403333333.333336,52084000000.0,Drama,PG-13,80.0,0.0
398,Primeval,2007,Winter,94.0,12666666.666666668,15200000.0,Horror,R,18.0,0.0
399,Motherhood,2009,Fall,90.0,10000000.0,726354000000.0,Comedy,PG-13,37.0,0.0
400,De-Lovely,2004,Summer,125.0,15000000.0,18400000.0,Musical,PG-13,48.0,0.0
401,Game 6,2006,Winter,83.0,108053333333.33334,129664000000.0,Comedy,R,65.0,0.0
402,Jiu Jitsu,2020,Fall,102.0,25000000.0,99924000000.0,Action,R,28.0,0.0
403,The Final Season,2007,Fall,114.0,966409166666.6667,1159691000000.0,Drama,PG,30.0,0.0
404,The Lincoln Lawyer,2011,Winter,118.0,40000000.0,87100000.0,Thriller,R,84.0,0.0
405,Dream House,2011,Summer,92.0,50000000.0,40000000.0,Thriller,PG-13,7.0,0.0
406,Halloween Ends,2022,Fall,111.0,33000000.0,105400000.0,Horror,R,40.0,1.0
407,Free Birds,2013,Fall,91.0,55000000.0,110000000.0,Animation,PG,20.0,0.0
408,Bad Boys II,2003,Summer,147.0,130000000.0,273300000.0,Action,R,23.0,1.0
409,The Edge of Seventeen,2016,Fall,104.0,9000000.0,19400000.0,Comedy,R,94.0,0.0
410,Ocean's Twelve,2004,Fall,125.0,110000000.0,362900000.0,Crime,PG-13,55.0,1.0
411,Domestic Disturbance,2001,Fall,89.0,75000000.0,54200000.0,Thriller,PG-13,23.0,0.0
412,Resident Evil,2002,Winter,100.0,33000000.0,103000000.0,Action,R,36.0,0.0
413,Trolls Band Together,2023,Fall,91.0,95000000.0,209600000.0,Animation,PG,62.0,1.0
414,Mr. Malcolm's List,2022,Summer,117.0,1666666.6666666667,2000000.0,Romance,PG,82.0,0.0
415,Star Wars: The Rise of Skywalker,2019,Fall,142.0,593700000.0,1077000000.0,Sci-Fi,PG-13,52.0,1.0
416,White Boy Rick,2018,Summer,111.0,29000000.0,26000000.0,Biography,R,61.0,0.0
417,Turning Red,2022,Winter,100.0,175000000.0,21500000.0,Animation,PG,95.0,0.0
418,"Kung Fu Hustle
",2005,Spring,98.0,20000000.0,104900000.0,Action,R,90.0,0.0
419,Naked Singularity,2021,Fall,93.0,12142500000.0,14571000000.0,Comedy,R,27.0,0.0
420,Fred Claus,2007,Fall,116.0,100000000.0,97800000.0,Comedy,PG,20.0,0.0
421,The Marksman,2021,Spring,108.0,38000000.0,23900000.0,Action,PG-13,38.0,0.0
422,Pain & Gain,2013,Spring,129.0,26000000.0,86200000.0,Action,R,50.0,0.0
423,Zootopia,2016,Winter,108.0,150000000.0,1025000000.0,Animation,PG,98.0,0.0
424,Stomp the Yard,2007,Winter,109.0,13000000.0,75500000.0,Drama,PG-13,37.0,0.0
425,The Lovely Bones,2009,Fall,135.0,65000000.0,93600000.0,Drama,PG-13,32.0,0.0
426,Expend4bles,2023,Summer,104.0,100000000.0,51000000.0,Action,R,14.0,1.0
427,Unsane,2018,Winter,98.0,1500000.0,14300000.0,Horror,R,80.0,0.0
428,Surrogates,2009,Summer,89.0,80000000.0,122400000.0,Sci-Fi,PG-13,39.0,0.0
429,"Roman J. Israel, Esq.",2017,Fall,122.0,22000000.0,13000000.0,Crime,PG-13,52.0,0.0
430,The Angriest Man in Brooklyn,2014,Spring,84.0,512665000000.0,615198000000.0,Comedy,R,13.0,0.0
431,Thirteen Ghosts,2001,Fall,91.0,42000000.0,68500000.0,Horror,R,16.0,0.0
432,The Help,2011,Summer,146.0,25000000.0,221800000.0,Drama,PG-13,76.0,0.0
433,Nurse Betty,2000,Summer,105.0,25000000.0,29400000.0,Comedy,R,83.0,0.0
434,State Property 2,2005,Spring,94.0,2000000.0,1600000.0,Action,R,50.0,1.0
435,Scream,2022,Winter,114.0,24000000.0,138900000.0,Horror,R,76.0,1.0
436,License to Wed,2007,Summer,91.0,35000000.0,70000000.0,Comedy,PG-13,7.0,0.0
437,The Twilight Saga: New Moon,2009,Fall,130.0,50000000.0,712000000.0,Romance,PG-13,29.0,1.0
438,Jesus' Son,2000,Spring,107.0,2500000.0,1300000.0,Drama,R,83.0,0.0
439,Road to Perdition,2002,Summer,117.0,80000000.0,183400000.0,Crime,R,81.0,0.0
440,Blinded by the Light,2019,Summer,117.0,15000000.0,19600000.0,Biography,PG-13,89.0,0.0
441,The Hunt,2020,Winter,90.0,14000000.0,12400000.0,Action,R,57.0,0.0
442,Maze,2001,Fall,98.0,14145.0,16974.0,Drama,R,40.0,0.0
443,Sinister,2012,Fall,109.0,3000000.0,87700000.0,Horror,R,64.0,0.0
444,Criminal,2016,Spring,109.0,31500000.0,38800000.0,Action,R,31.0,0.0
445,Vengeance,2022,Summer,107.0,3666666.666666667,4400000.0,Comedy,R,79.0,0.0
446,Jason Bourne,2016,Summer,123.0,120000000.0,415500000.0,Action,PG-13,54.0,1.0
447,Mona Lisa Smile,2003,Fall,119.0,72300000.0,141300000.0,Drama,PG-13,34.0,0.0
448,Blade II,2002,Winter,117.0,54000000.0,155000000.0,Action,R,57.0,1.0
449,The Perfect Storm,2000,Spring,130.0,120000000.0,328700000.0,Action,PG-13,47.0,0.0
450,The Stoning of Soraya M.,2009,Spring,116.0,916666.6666666667,1100000.0,Drama,PG-13,63.0,0.0
451,Eragon,2006,Fall,103.0,100000000.0,250400000.0,Fantasy,PG,16.0,0.0
452,Nefarious,2023,Spring,97.0,1000000.0,5800000.0,Horror,R,33.0,0.0
453,The Greatest Game Ever Played,2005,Summer,120.0,25000000.0,15400000.0,Drama,PG,63.0,0.0
454,Lightyear,2022,Spring,105.0,200000000.0,226400000.0,Animation,PG,74.0,0.0
455,The Curious Case of Benjamin Button,2008,Fall,166.0,233500000.0,335800000.0,Drama,PG-13,71.0,0.0
456,Extraction,2015,Fall,83.0,916666.6666666667,1100000.0,Action,R,6.0,0.0
457,Broken Bridges,2006,Summer,105.0,11000000.0,252539.0,Drama,PG-13,5.0,0.0
458,Gigi & Nate,2022,Summer,114.0,1916666.6666666667,2300000.0,Drama,PG-13,26.0,0.0
459,Spell,2020,Fall,92.0,416753333333.3334,500104000000.0,Horror,R,48.0,0.0
460,Twisted,2004,Winter,97.0,50000000.0,41000000.0,Thriller,PG-13,2.0,0.0
461,"The Homesman
",2014,Fall,123.0,16000000.0,8199999.999999999,Drama,R,81.0,0.0
462,The Menu,2022,Fall,107.0,30000000.0,79600000.0,Horror,R,88.0,0.0
463,Behind Enemy Lines,2001,Fall,106.0,40000000.0,121700000.0,Action,PG-13,37.0,0.0
464,"West of Memphis
",2012,Fall,147.0,258461666666.6667,310154000000.0,Documentary,R,95.0,0.0
465,Morbius,2022,Spring,104.0,116500000.0,167500000.0,Action,PG-13,15.0,0.0
466,Lola Versus,2012,Spring,87.0,379795000000.0,455754000000.0,Comedy,R,33.0,0.0
467,Crooked House,2017,Fall,115.0,10000000.0,12000000.0,Mystery,PG-13,57.0,0.0
468,Gloria Bell,2019,Winter,102.0,9250000.0,11100000.0,Drama,R,91.0,0.0
469,Tall Girl,2019,Summer,102.0,13600000.0,16320000.0,Comedy,PG,39.0,0.0
470,Evan Almighty,2007,Spring,96.0,175000000.0,174400000.0,Comedy,PG,24.0,1.0
471,The Hills Have Eyes 2,2007,Winter,90.0,15000000.0,37600000.0,Horror,R,12.0,1.0
472,Year One,2009,Spring,97.0,60000000.0,62400000.0,Comedy,PG-13,14.0,0.0
473,Hotel Rwanda,2004,Fall,121.0,17500000.0,33900000.0,Drama,PG-13,90.0,0.0
474,Dungeons & Dragons: Honor Among Thieves,2023,Winter,134.0,150000000.0,208200000.0,Fantasy,PG-13,91.0,0.0
475,Ain't Them Bodies Saints,2013,Summer,97.0,4000000.0,1000000.0,Crime,R,78.0,0.0
476,The Counselor,2013,Fall,117.0,25000000.0,71000000.0,Thriller,R,34.0,0.0
477,The Favourite,2018,Fall,120.0,15000000.0,96000000.0,Biography,R,93.0,0.0
0,Easter Sunday,2022,Summer,96.0,17000000.0,13100000.0,Comedy,PG-13,44.0,0.0
1,Firewall,2006,Winter,105.0,50000000.0,82800000.0,Thriller,PG-13,30.0,0.0
2,Walking with Dinosaurs,2013,Fall,87.0,80000000.0,126500000.0,Family,PG,22.0,0.0
3,Above Suspicion,2021,Summer,104.0,21163333333.333336,25396000000.0,Crime,R,25.0,0.0
4,Anna,2019,Spring,119.0,30000000.0,31600000.0,Action,R,46.0,0.0
5,Cowboys & Aliens,2011,Summer,119.0,163000000.0,174800000.0,Sci-Fi,PG-13,44.0,0.0
6,"Logan
",2017,Winter,137.0,160500000.0,619200000.0,Action,R,94.0,1.0
7,Super,2011,Spring,96.0,2500000.0,593933000000.0,Black Comedy,R,48.0,0.0
8,Longlegs,2024,Summer,101.0,10000000.0,128000000.0,Horror,R,84.0,0.0
9,High Fidelity,2000,Winter,113.0,30000000.0,47100000.0,Comedy,R,91.0,0.0
10,Percy Jackson & the Olympians: The Lightning Thief,2010,Winter,119.0,95000000.0,226400000.0,Fantasy,PG,49.0,0.0
11,Dumbo,2019,Winter,112.0,170000000.0,353300000.0,Family,PG,46.0,0.0
12,Sweetwater,2023,Spring,119.0,8000000.0,541633000000.0,Western,R,36.0,0.0
13,This Means War,2012,Winter,97.0,65000000.0,156500000.0,Action-Comedy,PG-13,26.0,0.0
14,The Other Side of Heaven,2001,Fall,113.0,7000000.0,4800000.0,Drama,PG,29.0,0.0
15,Public Enemies,2009,Summer,140.0,130000000.0,214100000.0,Crime,R,68.0,0.0
16,The Grudge,2020,Winter,94.0,19000000.0,49500000.0,Horror,PG-13,14.0,1.0
17,Chappaquiddick,2018,Spring,101.0,34000000.0,18300000.0,Drama,PG-13,81.0,0.0
18,Disobedience,2018,Spring,114.0,6000000.0,8000000.0,Drama,R,93.0,0.0
19,Big George Foreman,2023,Spring,129.0,32000000.0,6000000.0,Sports,PG-13,42.0,0.0
20,"Brotherly Love
",2015,Spring,89.0,1900000.0,478595000000.0,Drama,R,60.0,0.0
21,The Lord of the Rings: The Return of the King,2003,Fall,201.0,94000000.0,1138000000.0,Fantasy,PG-13,93.0,1.0
22,Shrek Forever After,2010,Spring,93.0,217500000.0,756200000.0,Family,PG,57.0,1.0
23,About a Boy,2002,Spring,101.0,30000000.0,130500000.0,Romantic Comedy,PG-13,93.0,0.0
24,The Accountant,2016,Fall,128.0,44000000.0,155200000.0,Action,R,52.0,0.0
25,Under the Silver Lake,2019,Spring,139.0,8000000.0,2000000.0,Neo-Noir,R,59.0,0.0
26,The Good Thief,2003,Spring,108.0,30000000.0,5756945000000.0,Crime,R,77.0,0.0
27,Waiting for the Barbarians,2020,Summer,112.0,637345833333.3334,764815000000.0,Drama,R,53.0,0.0
28,The Dirt,2019,Winter,108.0,23100000.0,27720000.0,Musical,R,36.0,0.0
29,Johnson Family Vacation,2004,Spring,97.0,12000000.0,31500000.0,Comedy,PG-13,6.0,0.0
30,Basic Instinct 2,2006,Winter,114.0,70000000.0,38600000.0,Thriller,R,6.0,1.0
31,The Tomorrow Man,2019,Spring,94.0,295085833333.3334,354103000000.0,Drama,PG-13,42.0,0.0
32,Past Lives,2023,Spring,106.0,12000000.0,42700000.0,Romance,PG-13,96.0,0.0
33,The Details,2012,Fall,101.0,52995833333.333336,63595000000.0,Comedy,R,45.0,0.0
34,"Crazy, Stupid, Love",2011,Summer,118.0,50000000.0,145000000.0,Romantic Comedy,PG-13,79.0,0.0
35,Couples Retreat,2009,Fall,113.0,60000000.0,171800000.0,Comedy,PG-13,10.0,0.0
36,Polaroid,2019,Fall,88.0,8500000.0,1700000.0,Horror,PG-13,18.0,0.0
37,Sideways,2004,Fall,127.0,16000000.0,109700000.0,Comedy,R,96.0,0.0
38,Geostorm,2017,Fall,109.0,185000000.0,221600000.0,Action,PG-13,17.0,0.0
